Date (GMT+5:30),Solar (Energy in GWh/day),Rooftop Solar (Est.) (Energy in GWh/day),Solar (Estimated) (Energy in GWh/day),Mini Hydro (Telemetered) (Energy in GWh/day),Mini Hydro (Estimated) (Energy in GWh/day),Biomass and Waste Heat (Energy in GWh/day),Wind (Energy in GWh/day),Major Hydro (Energy in GWh/day),Oil (IPP) (Energy in GWh/day),Oil (CEB) (Energy in GWh/day),Coal (Energy in GWh/day)
2020-07-29,0.25,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.76,7.49,10.51,3.18,19.39
2020-07-30,0.29,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.17,8.24,8.62,3.33,19.47
2020-07-31,0.35,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.62,6.96,10.62,3.40,19.41
2020-08-01,0.21,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.43,6.27,8.15,3.63,19.47
2020-08-02,0.30,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.62,10.34,0.90,2.22,18.45
2020-08-03,0.16,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.52,10.22,0.00,0.68,19.24
2020-08-04,0.23,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.79,13.12,0.14,2.96,19.36
2020-08-05,0.25,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.72,11.39,0.00,0.64,19.18
2020-08-06,0.14,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.58,14.28,0.00,1.04,17.94
2020-08-07,0.23,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.47,16.66,0.00,1.73,17.58
2020-08-08,0.26,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.93,18.02,0.00,0.29,16.95
2020-08-09,0.23,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.86,16.37,0.00,0.00,13.17
2020-08-10,0.30,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.85,17.97,0.00,1.76,17.11
2020-08-11,0.27,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.26,18.65,0.00,2.20,17.47
2020-08-12,0.37,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.41,18.41,0.31,2.34,18.06
2020-08-13,0.35,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.30,18.27,0.28,3.02,18.22
2020-08-14,0.33,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.38,17.33,0.29,2.75,19.42
2020-08-15,0.30,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.24,18.42,0.20,1.55,17.66
2020-08-16,0.31,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.93,14.80,0.50,1.24,17.66
2020-08-17,0.15,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.58,13.29,1.89,2.04,9.02
2020-08-18,0.35,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.19,18.76,13.64,8.20,0.00
2020-08-19,0.35,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.91,18.34,13.84,9.09,0.00
2020-08-20,0.34,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.97,18.95,13.84,9.31,0.00
2020-08-21,0.35,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.92,16.92,13.84,9.52,2.93
2020-08-22,0.32,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.89,14.69,13.62,6.57,6.56
2020-08-23,0.32,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.96,11.37,12.47,5.60,7.29
2020-08-24,0.33,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.60,14.41,10.24,4.99,11.34
2020-08-25,0.26,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.58,15.25,12.64,5.03,11.28
2020-08-26,0.32,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.73,15.39,12.78,4.53,11.23
2020-08-27,0.31,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.17,14.90,12.58,4.54,11.22
2020-08-28,0.17,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.89,14.97,12.88,4.24,11.20
2020-08-29,0.34,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.24,12.66,12.58,4.12,11.22
2020-08-30,0.30,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.80,11.88,9.42,4.13,11.20
2020-08-31,0.21,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.49,15.44,12.13,4.30,11.70
2020-09-01,0.15,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.36,9.83,5.43,3.99,17.59
2020-09-02,0.16,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.40,11.48,7.94,3.11,16.16
