Date (GMT+5:30),Solar (Energy in GWh/day),Rooftop Solar (Est.) (Energy in GWh/day),Solar (Estimated) (Energy in GWh/day),Mini Hydro (Telemetered) (Energy in GWh/day),Mini Hydro (Estimated) (Energy in GWh/day),Biomass and Waste Heat (Energy in GWh/day),Wind (Energy in GWh/day),Major Hydro (Energy in GWh/day),Oil (IPP) (Energy in GWh/day),Oil (CEB) (Energy in GWh/day),Coal (Energy in GWh/day)
2021-06-06,0.30,Data N/A,2.42,1.79,0.11,0.26,1.39,18.48,0.00,0.00,8.06
2021-06-07,0.30,Data N/A,2.42,1.79,0.11,0.26,1.39,22.07,6.10,7.66,13.03
2021-06-08,0.29,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,3.37,23.28,0.00,0.24,8.94
2021-06-09,0.24,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,3.05,23.39,0.26,0.15,8.41
2021-06-10,0.33,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,3.38,24.20,0.36,0.03,8.30
2021-06-11,0.34,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,3.34,24.51,0.35,0.03,8.72
2021-06-12,0.31,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,3.22,23.07,0.00,0.14,8.16
2021-06-13,0.29,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,3.33,19.58,0.00,0.00,7.97
2021-06-14,0.30,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,3.11,23.01,0.00,0.10,8.72
2021-06-15,0.31,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,3.34,23.77,0.00,0.22,8.65
2021-06-16,0.31,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,3.35,24.52,0.00,0.26,9.15
2021-06-17,0.27,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,3.29,24.66,0.00,0.31,9.72
2021-06-18,0.33,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,3.59,24.30,0.41,0.37,10.08
2021-06-19,0.34,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,2.06,24.50,0.00,0.93,9.64
2021-06-20,0.34,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.37,22.97,0.00,0.33,10.04
2021-06-21,0.34,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.68,24.31,2.08,2.00,12.06
2021-06-22,0.30,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,2.15,22.06,3.31,2.28,12.97
2021-06-23,0.30,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,3.34,21.04,2.54,2.18,13.17
2021-06-24,0.30,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,2.77,16.55,0.00,0.38,12.97
2021-06-25,0.33,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,2.06,20.74,2.76,2.12,12.97
2021-06-26,0.31,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,3.34,20.26,0.89,2.28,12.89
2021-06-27,0.27,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,2.06,18.48,1.73,0.64,11.27
2021-06-28,0.31,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,2.41,20.70,0.00,2.30,16.14
2021-06-29,0.30,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,2.30,18.42,0.62,3.09,19.02
2021-06-30,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A
2021-07-01,0.28,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,3.42,16.04,5.94,3.82,12.98
2021-07-02,0.32,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,3.41,17.74,2.84,3.69,12.98
2021-07-03,0.29,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,2.24,18.25,2.90,3.92,12.98
2021-07-04,0.32,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.99,14.94,3.01,2.79,12.97
2021-07-05,0.32,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.45,19.31,4.42,3.95,12.94
2021-07-06,0.24,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.94,17.71,6.32,3.74,12.96
2021-07-07,0.29,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,2.18,16.58,6.00,4.41,12.90
2021-07-08,0.31,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.74,16.55,3.62,7.45,12.98
2021-07-09,0.26,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,3.47,13.35,4.29,7.28,12.94
2021-07-10,0.19,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,3.49,18.04,0.30,2.64,10.15
2021-07-11,0.23,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,2.65,20.02,0.00,0.26,9.03
2021-07-12,0.28,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,2.86,22.34,0.97,2.31,10.72
2021-07-13,0.29,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,3.07,21.91,2.10,3.14,11.33
2021-07-14,0.29,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.62,21.87,4.19,3.54,11.45
2021-07-15,0.22,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.13,23.16,3.85,3.59,11.50
2021-07-16,0.29,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,2.39,21.73,2.83,4.58,11.50
2021-07-17,0.25,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.68,20.08,3.72,4.66,11.50
2021-07-18,0.30,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.99,15.37,3.22,3.66,11.50
2021-07-19,0.30,Data N/A,2.42,1.79,0.11,0.26,1.39,20.50,6.10,7.66,13.03
2021-07-20,0.33,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,2.54,19.26,6.54,3.73,11.49
2021-07-21,0.30,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,3.06,18.40,6.55,3.92,11.11
2021-07-22,0.29,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,3.89,18.67,6.24,4.42,10.89
2021-07-23,0.24,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,3.86,14.07,2.83,3.67,11.45
2021-07-24,0.24,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,3.74,16.80,1.91,3.48,11.44
2021-07-25,0.31,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,3.64,15.57,0.00,3.15,11.44
2021-07-26,0.30,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,3.51,17.69,3.69,3.03,11.22
2021-07-27,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A
2021-07-28,0.30,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,3.35,20.94,2.14,3.15,12.73
2021-07-29,0.35,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,2.84,20.78,2.40,3.01,13.80
2021-07-30,0.37,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,2.25,21.17,3.64,3.82,12.97
2021-07-31,0.33,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.99,19.21,0.10,3.84,17.16
2021-08-01,0.34,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,2.41,14.91,0.00,2.87,16.64
2021-08-02,0.32,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,2.85,14.72,2.47,3.78,19.51
2021-08-03,0.29,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,3.26,13.99,3.70,4.15,19.54
2021-08-04,0.33,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,2.74,14.03,4.82,4.35,19.14
2021-08-05,0.34,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,3.31,13.54,4.21,4.31,19.46
2021-08-06,0.30,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,2.18,15.12,3.60,4.30,19.50
2021-08-07,0.26,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.69,13.99,1.39,4.07,19.55
2021-08-08,0.14,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,2.45,12.40,0.00,1.90,18.29
2021-08-09,0.29,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,3.64,17.04,0.00,1.95,17.72
2021-08-10,0.29,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,2.65,17.81,0.00,2.09,18.34
2021-08-11,0.21,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.76,18.29,0.00,3.39,19.22
2021-08-12,0.29,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.32,17.35,0.29,3.65,19.16
2021-08-13,0.19,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.13,18.67,0.00,3.54,18.06
2021-08-14,0.29,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.18,17.18,0.00,1.19,19.16
2021-08-15,0.21,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.24,14.69,0.00,0.98,18.58
2021-08-16,0.28,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,2.33,16.92,0.00,2.98,18.93
2021-08-17,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A
2021-08-18,0.27,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,3.79,17.00,0.00,1.68,19.18
2021-08-19,0.35,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,3.18,17.94,0.00,1.40,18.83
2021-08-20,0.26,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,2.45,17.65,0.25,2.33,19.19
2021-08-21,0.21,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.87,16.29,0.00,0.39,19.18
2021-08-22,0.14,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.48,13.68,0.00,0.15,18.89
2021-08-23,0.31,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,2.41,15.20,0.00,1.28,18.82
2021-08-24,0.30,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,3.56,14.89,0.00,1.88,19.42
2021-08-25,0.28,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,3.86,14.83,0.00,1.62,18.97
2021-08-26,0.30,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,4.31,14.40,0.00,0.00,18.52
2021-08-27,0.26,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,4.98,14.52,0.00,0.00,16.87
2021-08-28,0.25,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,4.48,16.22,0.62,1.41,12.86
2021-08-29,0.23,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,5.03,13.15,0.00,0.37,12.32
2021-08-30,0.26,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,3.57,18.02,0.67,1.11,12.50
2021-08-31,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A
2021-09-01,0.23,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,3.52,16.20,3.13,4.59,11.74
2021-09-02,0.14,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,2.79,16.34,1.71,6.29,11.30
2021-09-03,0.16,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,2.13,16.26,3.08,5.06,11.36
2021-09-04,0.24,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,4.29,16.96,0.04,2.99,11.34
2021-09-05,0.28,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,4.67,14.58,0.00,0.84,11.03
2021-09-06,0.28,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,4.14,16.30,2.39,2.24,11.59
2021-09-07,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A
2021-09-08,0.33,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,4.55,18.20,1.76,2.83,11.26
2021-09-09,0.34,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,3.00,18.69,3.22,2.81,11.31
2021-09-10,0.33,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,4.21,15.68,1.07,2.41,16.90
2021-09-11,0.29,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,4.67,13.42,0.00,2.49,17.82
2021-09-12,0.32,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,4.85,8.73,0.00,2.20,19.23
2021-09-13,0.19,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,4.66,14.55,0.50,1.83,18.92
2021-09-14,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A
2021-09-15,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A
2021-09-16,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A
2021-09-17,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A
2021-09-18,0.29,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.92,15.43,0.92,2.28,19.42
2021-09-19,0.31,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.45,10.51,0.68,3.02,19.34
2021-09-20,0.26,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.55,11.80,0.64,2.46,19.31
2021-09-21,0.34,Data N/A,Data N/A,Data N/A,Data N/A,0.25,3.50,14.39,1.28,2.39,18.28
2021-09-22,0.31,Data N/A,Data N/A,Data N/A,Data N/A,0.25,2.05,16.12,2.03,2.45,18.98
2021-09-23,0.35,Data N/A,Data N/A,Data N/A,Data N/A,0.24,1.74,15.66,3.29,3.06,19.44
2021-09-24,0.26,Data N/A,Data N/A,Data N/A,Data N/A,0.26,0.45,14.75,4.37,3.14,19.44
2021-09-25,0.31,Data N/A,Data N/A,Data N/A,Data N/A,0.25,1.65,13.34,1.88,2.78,19.38
2021-09-26,0.21,Data N/A,Data N/A,Data N/A,Data N/A,0.25,2.92,11.19,0.00,1.60,18.82
2021-09-27,0.32,Data N/A,Data N/A,Data N/A,Data N/A,0.25,4.36,17.88,0.00,0.38,15.17
2021-09-28,0.22,Data N/A,Data N/A,Data N/A,Data N/A,0.25,3.86,18.51,0.68,0.46,14.50
2021-09-29,0.30,Data N/A,Data N/A,Data N/A,Data N/A,0.20,1.33,19.90,3.46,2.31,12.39
2021-09-30,0.19,Data N/A,Data N/A,Data N/A,Data N/A,0.00,0.95,18.45,4.84,4.43,12.99
2021-10-01,0.08,Data N/A,Data N/A,Data N/A,Data N/A,0.18,0.58,16.34,6.53,3.26,12.98
2021-10-02,0.27,Data N/A,Data N/A,Data N/A,Data N/A,0.24,0.37,18.92,1.35,2.48,12.19
2021-10-03,0.29,Data N/A,Data N/A,Data N/A,Data N/A,0.23,0.61,18.72,0.63,1.27,11.79
2021-10-04,0.16,Data N/A,Data N/A,Data N/A,Data N/A,0.22,0.84,17.85,4.65,3.54,12.94
2021-10-05,0.09,Data N/A,Data N/A,Data N/A,Data N/A,0.20,0.96,18.21,3.79,2.92,12.95
2021-10-06,0.32,Data N/A,Data N/A,Data N/A,Data N/A,0.19,1.82,17.76,2.38,3.24,12.85
2021-10-07,0.29,Data N/A,Data N/A,Data N/A,Data N/A,0.16,3.65,18.02,2.57,3.35,12.89
2021-10-08,0.32,Data N/A,Data N/A,Data N/A,Data N/A,0.12,3.96,18.84,2.29,3.68,12.84
2021-10-09,0.26,Data N/A,Data N/A,Data N/A,Data N/A,0.11,3.94,17.96,2.50,3.28,12.89
2021-10-10,0.31,Data N/A,Data N/A,Data N/A,Data N/A,0.12,2.80,14.80,0.53,4.40,13.43
2021-10-11,0.19,Data N/A,Data N/A,Data N/A,Data N/A,0.13,3.81,17.69,0.00,1.40,17.64
2021-10-12,0.26,Data N/A,Data N/A,Data N/A,Data N/A,0.14,2.42,19.04,0.00,2.47,17.33
2021-10-13,0.35,Data N/A,Data N/A,Data N/A,Data N/A,0.14,2.43,19.85,0.40,1.94,17.22
2021-10-14,0.34,Data N/A,Data N/A,Data N/A,Data N/A,0.14,4.22,18.76,1.12,1.56,17.57
2021-10-15,0.29,Data N/A,Data N/A,Data N/A,Data N/A,0.13,4.41,18.66,0.92,1.98,17.95
2021-10-16,0.26,Data N/A,Data N/A,Data N/A,Data N/A,0.18,4.42,18.51,0.55,0.43,16.66
2021-10-17,0.26,Data N/A,Data N/A,Data N/A,Data N/A,0.25,4.73,16.34,0.00,0.32,13.75
2021-10-18,0.35,Data N/A,Data N/A,Data N/A,Data N/A,0.26,4.14,18.71,0.11,1.15,17.28
2021-10-19,0.27,Data N/A,Data N/A,Data N/A,Data N/A,0.26,2.37,18.51,0.40,0.19,16.99
2021-10-20,0.29,Data N/A,Data N/A,Data N/A,Data N/A,0.25,0.67,18.86,0.00,0.42,14.63
2021-10-21,0.28,Data N/A,Data N/A,Data N/A,Data N/A,0.26,0.15,20.29,0.51,2.55,17.12
2021-10-22,0.32,Data N/A,Data N/A,Data N/A,Data N/A,0.24,0.20,21.28,1.32,4.23,14.64
2021-10-23,0.31,Data N/A,Data N/A,Data N/A,Data N/A,0.26,0.67,22.66,0.00,3.42,12.90
2021-10-24,0.32,Data N/A,Data N/A,Data N/A,Data N/A,0.25,1.39,21.53,0.00,1.58,10.42
2021-10-25,0.24,Data N/A,Data N/A,Data N/A,Data N/A,0.26,0.20,20.61,4.37,3.46,12.80
2021-10-26,0.21,Data N/A,Data N/A,Data N/A,Data N/A,0.26,0.23,20.48,3.32,2.94,12.74
2021-10-27,0.22,Data N/A,Data N/A,Data N/A,Data N/A,0.26,0.19,21.98,2.74,2.63,11.88
2021-10-28,0.20,Data N/A,Data N/A,Data N/A,Data N/A,0.26,0.74,23.53,2.07,2.07,11.45
2021-10-29,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A
2021-10-30,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A
2021-10-31,0.19,Data N/A,Data N/A,Data N/A,Data N/A,0.25,0.99,22.20,0.22,0.35,8.35
2021-11-01,0.19,Data N/A,Data N/A,Data N/A,Data N/A,0.24,0.21,25.07,1.31,1.14,10.78
2021-11-02,0.24,Data N/A,Data N/A,Data N/A,Data N/A,0.26,0.16,25.51,1.51,1.50,10.86
2021-11-03,0.18,Data N/A,Data N/A,Data N/A,Data N/A,0.26,0.12,25.87,1.43,1.51,11.06
2021-11-04,0.20,Data N/A,Data N/A,Data N/A,Data N/A,0.25,0.24,26.41,0.57,0.30,10.17
2021-11-05,0.23,Data N/A,Data N/A,Data N/A,Data N/A,0.25,0.66,25.55,1.01,1.07,10.41
2021-11-06,0.24,Data N/A,Data N/A,Data N/A,Data N/A,0.26,0.59,25.17,0.76,0.36,10.03
2021-11-07,0.19,Data N/A,Data N/A,Data N/A,Data N/A,0.26,0.81,21.26,0.24,0.01,8.76
2021-11-08,0.15,Data N/A,Data N/A,Data N/A,Data N/A,0.25,2.29,22.33,0.41,0.57,10.37
2021-11-09,0.21,Data N/A,Data N/A,Data N/A,Data N/A,0.25,2.66,23.75,0.26,0.24,8.94
2021-11-10,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A
2021-11-11,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A
2021-11-12,0.22,Data N/A,Data N/A,Data N/A,Data N/A,0.24,3.62,24.61,0.46,0.36,9.78
2021-11-13,0.26,Data N/A,Data N/A,Data N/A,Data N/A,0.26,3.57,23.60,0.25,0.15,8.89
2021-11-14,0.22,Data N/A,Data N/A,Data N/A,Data N/A,0.26,3.32,20.40,0.00,0.09,8.24
2021-11-15,0.25,Data N/A,Data N/A,Data N/A,Data N/A,0.24,1.90,23.64,0.93,0.81,10.42
2021-11-16,0.27,Data N/A,Data N/A,Data N/A,Data N/A,0.23,1.70,25.29,0.66,0.76,10.69
2021-11-17,0.11,Data N/A,Data N/A,Data N/A,Data N/A,0.24,0.56,26.37,1.20,1.28,10.84
2021-11-18,0.23,Data N/A,Data N/A,Data N/A,Data N/A,0.24,1.65,22.67,0.00,0.17,8.71
2021-11-19,0.28,Data N/A,Data N/A,Data N/A,Data N/A,0.25,3.60,23.19,0.68,0.67,10.45
2021-11-20,0.34,Data N/A,Data N/A,Data N/A,Data N/A,0.26,3.28,23.42,0.24,0.20,8.54
2021-11-21,0.35,Data N/A,Data N/A,Data N/A,Data N/A,0.24,1.34,21.46,0.00,0.31,8.57
2021-11-22,0.28,Data N/A,Data N/A,Data N/A,Data N/A,0.25,0.29,25.93,1.13,1.90,11.15
2021-11-23,0.19,Data N/A,Data N/A,Data N/A,Data N/A,0.25,0.56,25.97,1.23,2.26,11.78
2021-11-24,0.16,Data N/A,Data N/A,Data N/A,Data N/A,0.24,1.09,26.24,1.16,1.02,10.94
2021-11-25,0.06,Data N/A,Data N/A,Data N/A,Data N/A,0.24,0.91,26.23,1.27,1.38,11.19
2021-11-26,0.22,Data N/A,Data N/A,Data N/A,Data N/A,0.24,0.35,25.84,1.13,1.61,11.16
2021-11-27,0.20,Data N/A,Data N/A,Data N/A,Data N/A,0.00,0.77,25.80,0.25,0.33,10.27
2021-11-28,0.24,Data N/A,Data N/A,Data N/A,Data N/A,0.25,0.51,23.26,0.00,0.55,8.82
2021-11-29,0.19,Data N/A,Data N/A,Data N/A,Data N/A,0.21,0.45,23.61,0.70,2.57,11.19
2021-11-30,0.23,Data N/A,Data N/A,Data N/A,Data N/A,0.09,0.42,25.72,0.36,2.91,11.26
2021-12-01,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A
2021-12-02,0.27,Data N/A,Data N/A,Data N/A,Data N/A,0.10,0.52,25.00,0.56,3.05,11.60
2021-12-03,0.09,Data N/A,Data N/A,Data N/A,Data N/A,0.10,0.09,20.35,0.91,3.49,5.17
2021-12-04,0.17,Data N/A,Data N/A,Data N/A,Data N/A,0.09,0.08,25.57,3.63,9.92,0.00
2021-12-05,0.19,Data N/A,Data N/A,Data N/A,Data N/A,0.09,0.03,25.31,0.84,7.81,0.54
2021-12-06,0.18,Data N/A,Data N/A,Data N/A,Data N/A,0.10,0.06,26.66,2.03,7.15,4.63
2021-12-07,0.24,Data N/A,Data N/A,Data N/A,Data N/A,0.00,0.68,25.99,2.73,6.09,5.50
2021-12-08,0.19,Data N/A,Data N/A,Data N/A,Data N/A,0.12,0.89,25.57,2.74,7.05,5.67
2021-12-09,0.23,Data N/A,Data N/A,Data N/A,Data N/A,0.13,1.14,24.20,2.47,7.50,6.78
2021-12-10,0.15,Data N/A,Data N/A,Data N/A,Data N/A,0.10,1.41,23.34,1.77,4.72,11.38
2021-12-11,0.29,Data N/A,Data N/A,Data N/A,Data N/A,0.10,1.56,23.41,2.84,5.78,6.50
2021-12-12,0.08,Data N/A,Data N/A,Data N/A,Data N/A,0.13,1.39,18.32,3.67,5.66,6.47
2021-12-13,0.12,Data N/A,Data N/A,Data N/A,Data N/A,0.23,1.40,21.27,3.70,8.00,6.47
2021-12-14,0.16,Data N/A,Data N/A,Data N/A,Data N/A,0.08,1.02,21.88,3.70,8.07,7.01
2021-12-15,0.16,Data N/A,Data N/A,Data N/A,Data N/A,0.12,1.42,20.32,3.43,4.19,12.83
2021-12-16,0.17,Data N/A,Data N/A,Data N/A,Data N/A,0.12,2.25,17.70,3.67,5.39,12.96
2021-12-17,0.10,Data N/A,Data N/A,Data N/A,Data N/A,0.13,1.44,19.69,3.63,4.95,12.98
2021-12-18,0.14,Data N/A,Data N/A,Data N/A,Data N/A,0.13,2.17,15.08,2.37,3.91,12.94
2021-12-19,0.19,Data N/A,Data N/A,Data N/A,Data N/A,0.17,2.11,14.94,0.90,3.19,12.66
2021-12-20,0.27,Data N/A,Data N/A,Data N/A,Data N/A,0.19,1.84,16.60,3.58,6.97,12.92
2021-12-21,0.25,Data N/A,Data N/A,Data N/A,Data N/A,0.12,1.45,19.87,3.59,7.60,11.48
2021-12-22,0.26,Data N/A,Data N/A,Data N/A,Data N/A,0.14,0.87,22.08,5.24,9.08,6.45
2021-12-23,0.28,Data N/A,Data N/A,Data N/A,Data N/A,0.14,0.74,19.20,6.37,9.80,6.49
2021-12-24,0.29,Data N/A,Data N/A,Data N/A,Data N/A,0.14,0.71,15.74,6.12,5.31,12.58
2021-12-25,0.32,Data N/A,Data N/A,Data N/A,Data N/A,0.13,0.77,16.80,0.76,2.97,13.00
2021-12-26,0.31,Data N/A,Data N/A,Data N/A,Data N/A,0.20,0.91,15.85,0.84,3.14,12.90
2021-12-27,0.31,Data N/A,Data N/A,Data N/A,Data N/A,0.13,1.16,16.06,5.02,5.51,12.91
2021-12-28,0.32,Data N/A,Data N/A,Data N/A,Data N/A,0.13,1.15,16.15,5.79,6.68,12.91
2021-12-29,0.29,Data N/A,Data N/A,Data N/A,Data N/A,0.17,1.36,16.17,6.31,7.27,12.76
2021-12-30,0.24,Data N/A,Data N/A,Data N/A,Data N/A,0.26,0.65,16.84,6.33,7.37,12.97
2021-12-31,0.20,Data N/A,Data N/A,Data N/A,Data N/A,0.26,0.79,15.75,6.25,6.76,12.99
2022-01-01,0.22,Data N/A,Data N/A,Data N/A,Data N/A,0.26,1.31,9.48,5.94,5.62,13.00
2022-01-02,0.18,Data N/A,Data N/A,Data N/A,Data N/A,0.25,2.02,10.13,6.01,3.54,12.79
2022-01-03,0.10,Data N/A,Data N/A,Data N/A,Data N/A,0.24,2.33,14.19,6.03,6.50,13.02
2022-01-04,0.24,Data N/A,Data N/A,Data N/A,Data N/A,0.25,2.22,14.92,6.14,6.74,13.05
2022-01-05,0.16,Data N/A,Data N/A,Data N/A,Data N/A,0.26,1.45,15.88,6.13,6.84,13.08
2022-01-06,0.29,Data N/A,Data N/A,Data N/A,Data N/A,0.25,1.80,17.65,6.06,4.83,13.03
2022-01-07,0.25,Data N/A,Data N/A,Data N/A,Data N/A,0.25,0.86,19.39,6.06,5.15,13.05
2022-01-08,0.27,Data N/A,Data N/A,Data N/A,Data N/A,0.25,1.38,14.27,6.05,7.30,13.00
2022-01-09,0.20,Data N/A,Data N/A,Data N/A,Data N/A,0.25,1.20,10.51,2.75,9.15,12.98
2022-01-10,0.18,Data N/A,Data N/A,Data N/A,Data N/A,0.27,0.68,14.79,5.60,9.37,12.97
2022-01-11,0.24,Data N/A,Data N/A,Data N/A,Data N/A,0.27,0.85,15.16,5.39,9.33,13.00
2022-01-12,0.28,Data N/A,Data N/A,Data N/A,Data N/A,0.26,0.51,15.47,6.25,10.07,12.96
2022-01-13,0.27,Data N/A,Data N/A,Data N/A,Data N/A,0.27,0.33,16.24,6.20,8.01,12.96
2022-01-14,0.31,Data N/A,Data N/A,Data N/A,Data N/A,0.27,0.36,16.30,6.11,4.97,12.62
2022-01-15,0.30,Data N/A,Data N/A,Data N/A,Data N/A,0.27,0.79,15.44,6.06,5.68,13.05
2022-01-16,0.32,Data N/A,Data N/A,Data N/A,Data N/A,0.27,1.50,8.16,6.67,7.29,13.03
2022-01-17,0.32,Data N/A,Data N/A,Data N/A,Data N/A,0.27,1.72,9.38,4.22,7.99,13.06
2022-01-18,0.26,Data N/A,Data N/A,Data N/A,Data N/A,0.27,2.06,11.85,8.36,8.66,13.04
